,village,adjmatrix_key,pid,hhid,resp_id,resp_gend,resp_status,age,religion,caste,subcaste,mothertongue,speakother,kannada,tamil,telugu,hindi,urdu,english,otherlang,educ,villagenative,native_name,native_type,native_taluk,native_district,res_time_yrs,res_time_mths,movereason,movecontact,movecontact_res,movecontact_hhid,movecontact_pid,movecontact_name,workflag,work_freq,work_freq_type,occupation,privategovt,work_outside,work_outside_freq,shgparticipate,shg_no,savings,savings_no,electioncard,rationcard,rationcard_colour
2898,17,473,1710403,17104,3,1,Other,28,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,MOTOR WINDING,PRIVATE BUSINESS,Yes,0.0,No,,No,,Yes,Yes,BLUE
2899,17,474,1710404,17104,4,2,Other,25,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,2ND P.U.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,3.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
2900,17,499,1710801,17108,1,1,Head of Household,48,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE,OWN LAND,No,,No,,Yes,1.0,Yes,Yes,BLUE
2901,17,500,1710802,17108,2,2,Spouse of Head of Household,40,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,23.0,,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,BLUE
2902,17,505,1710901,17109,1,1,Head of Household,45,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,TUMKUR,20.0,,WORK,Yes,Yes,17018.0,3.0,data has been removed for publication,Yes,7.0,DAYS PER WEEK,SILK WORM BREEDING,PRIVATE BUSINESS,No,,No,,Yes,2.0,Yes,Yes,YELLOW
2903,17,506,1710902,17109,2,2,Spouse of Head of Household,31,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,SILK WORM BREEDING,PRIVATE BUSINESS,No,,Yes,1.0,Yes,3.0,Missing,Yes,YELLOW
2904,17,510,1711001,17110,1,1,Head of Household,60,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURIST,OWN LAND,No,,No,,Yes,1.0,Yes,Yes,RED
2905,17,522,1711101,17111,1,2,Head of Household,35,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,TAILORING,PRIVATE BUSINESS,No,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
2906,17,533,1711301,17113,1,2,Head of Household,60,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,35.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,YELLOW
2907,17,534,1711302,17113,2,1,Other,40,HINDUISM,OBC,VAKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE,PRIVATE BUSINESS,No,,No,,Yes,1.0,Yes,Yes,YELLOW
2908,17,535,1711303,17113,3,2,Other,30,HINDUISM,OBC,VAKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,10.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
2909,17,538,1711306,17113,6,1,Other,28,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,Yes,,,,,,,,,,,,,Yes,3.0,DAYS PER WEEK,CYCLE REPAIR,OWN,No,,No,,No,,Yes,Yes,YELLOW
2910,17,539,1711307,17113,7,2,Other,19,HINDUISM,OBC,VAKKALIGA,KANNADA,No,No,No,No,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,2.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,No,Yes,YELLOW
2911,17,540,1711308,17113,8,2,Other,20,HINDUISM,OBC,VAKKALIGA,KANNADA,No,No,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
2912,17,542,1711310,17113,10,1,Other,65,ISLAM,OBC,VAKKALIGARU,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
2913,17,543,1711311,17113,11,2,Other,50,HINDUISM,OBC,VAKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,30.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,YELLOW
2914,17,552,1711601,17116,1,1,Head of Household,35,HINDUISM,SCHEDULED TRIBE,NAYAKAS,KANNADA,Yes,No,No,Yes,No,No,No,,3RD STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,HOURS PER DAY,FARMER,OWN LAND,No,,No,,No,,Yes,Yes,YELLOW
2915,17,553,1711602,17116,2,2,Spouse of Head of Household,30,HINDUISM,SCHEDULED TRIBE,NAYAKARU,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,15.0,,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE,SELF,No,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
2916,17,556,1711701,17117,1,1,Head of Household,62,HINDUISM,SCHEDULED TRIBE,VALMIKI,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,No,,No,,No,,Yes,Yes,GREEN
2917,17,557,1711702,17117,2,2,Spouse of Head of Household,58,HINDUISM,SCHEDULED TRIBE,VALMIKI,TAMIL,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,37.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
2918,17,558,1711703,17117,3,1,Other,29,HINDUISM,SCHEDULED TRIBE,VALMIKI (NAIKA),TAMIL,Yes,Yes,No,No,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,No,,No,,No,,Yes,Yes,GREEN
2919,17,559,1711704,17117,4,2,Other,25,HINDUISM,SCHEDULED TRIBE,NAYAKA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,5.0,,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,PRIMARY SCHOOL COOK,GOVERNMENT,No,,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
2920,17,578,1712101,17121,1,1,Head of Household,70,HINDUISM,OBC,VISHWAKARMA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
2921,17,579,1712102,17121,2,2,Spouse of Head of Household,55,HINDUISM,OBC,VISHWAKARMA,TELUGU,Yes,Yes,No,No,No,No,No,,4TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE,40.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,
2922,17,580,1712103,17121,3,1,Other,37,HINDUISM,OBC,VISHWAKARMA,TELUGU,Yes,Yes,No,No,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,2.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,Yes,0.0,No,,No,,Yes,Yes,
2923,17,583,1712106,17121,6,1,Other,29,HINDUISM,OBC,VISHWAKARMA,TELUGU,Yes,Yes,No,No,No,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,CATERING CONTRATOR,PRIVATE BUSINESS,Yes,10.0,No,,No,,Yes,Yes,
2924,17,584,1712107,17121,7,2,Other,25,HINDUISM,OBC,VISWAKARMA,TELUGU,Yes,Yes,No,No,No,No,No,,8TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,7.0,0.0,MARRIAGE,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,
2925,17,591,1712301,17123,1,1,Head of Household,45,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,No,Yes,Yes,Yes,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,Yes,1.0,HOURS PER DAY,OWN AGRICULTURE,SELF,No,,No,,Yes,3.0,Yes,Yes,
2926,17,592,1712302,17123,2,2,Spouse of Head of Household,42,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,Yes,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,23.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,
2927,17,608,1712801,17128,1,1,Head of Household,46,HINDUISM,GENERAL,VOKKALIGARU,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,44.0,0.0,WORK,No,,,,,Yes,7.0,DAYS PER WEEK,SERICULTURE,SELF,No,,No,,Yes,2.0,Yes,Yes,
2928,17,609,1712802,17128,2,2,Spouse of Head of Household,35,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,4TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,25.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,No,,Yes,Yes,YELLOW
2929,17,611,1712804,17128,4,2,Other,21,HINDUISM,OBC,VOKKALIGARU,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,
2930,17,633,1713101,17131,1,2,Head of Household,55,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,Yes,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,36.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
2931,17,634,1713102,17131,2,1,Other,34,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,8TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,SERICULTURE & OWN AGRICULTURE,SELF,No,,No,,Yes,2.0,Yes,Yes,YELLOW
2932,17,635,1713103,17131,3,2,Other,31,HINDUISM,GENERAL,VAKKALIGAS,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,10.0,,MARRIAGE,,,,,,Yes,4.0,DAYS PER WEEK,SERICULTURE OWN AGRICULTURE,SELF,No,,Yes,1.0,Yes,2.0,Yes,Yes,YELLOW
2933,17,638,1713201,17132,1,1,Head of Household,35,HINDUISM,OBC,VAKKALIGAS,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,CLERK ACCOUNTANT AT DAIRY,PRIVATE,No,,No,,Yes,3.0,Yes,Yes,YELLOW
2934,17,639,1713202,17132,2,2,Spouse of Head of Household,28,HINDUISM,OBC,VAKKALIGAS,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,8.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,3.0,Yes,Yes,YELLOW
2935,17,642,1713301,17133,1,1,Head of Household,28,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,TOWN,,KOLAR,18.0,,,Yes,Yes,17179.0,1.0,data has been removed for publication,No,,,,,,,No,,No,,Yes,No,
2936,17,643,1713302,17133,2,2,Spouse of Head of Household,24,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,Yes,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,3.0,0.0,MARRIAGE,,,,,,Yes,4.0,DAYS PER WEEK,AGRI-LABOUR (SERICULTURE),AGRICULTURE OWNER (LAND LORD),No,,No,,No,,Yes,No,
2937,17,671,1714001,17140,1,1,Head of Household,48,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,Yes,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE,OWN AGRICULTURE,Yes,0.0,Yes,1.0,No,,Yes,Yes,YELLOW
2938,17,672,1714002,17140,2,2,Spouse of Head of Household,35,HINDUISM,OBC,VAKKALIGA,KANNADA,No,No,No,No,No,No,No,,UNCOMPLETED DEGREE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,10.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
2939,17,675,1714005,17140,5,1,Other,34,HINDUISM,OBC,VAKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,FARMER,AGRICULTURE OWN,Yes,0.0,Yes,1.0,No,,Yes,Yes,YELLOW
2940,17,676,1714006,17140,6,2,Other,20,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,1.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Missing,Yes,YELLOW
2941,17,727,1714801,17148,1,2,Head of Household,36,HINDUISM,OBC,VAKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE,22.0,0.0,MARRIAGE,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE,OWN AGRICULTURE,No,,Yes,1.0,Yes,1.0,Missing,No,
2942,17,729,1714803,17148,3,2,Other,19,HINDUISM,OBC,VAKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,2.0,DAYS PER WEEK,AGRICULTURE,OWN AGRICULTURE,No,,Yes,1.0,Yes,1.0,No,No,
2943,17,737,1715002,17150,2,2,Other,50,HINDUISM,SCHEDULED TRIBE,NAIK,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
2944,17,744,1715201,17152,1,1,Head of Household,35,HINDUISM,SCHEDULED TRIBE,NAIK,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,45.0,HOURS PER WEEK,LABOUR IN PVT FACTORY,PVT FACTORY OWNER,Yes,12.0,No,,No,,Missing,Yes,YELLOW
2945,17,745,1715202,17152,2,2,Spouse of Head of Household,32,HINDUISM,SCHEDULED TRIBE,NAYAKAS,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,18.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
2946,17,749,1715301,17153,1,1,Head of Household,40,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,Yes,Yes,No,No,No,,1ST P.U.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE,OWN AGRICULTURE,No,,No,,No,,Yes,Yes,YELLOW
2947,17,750,1715302,17153,2,2,Spouse of Head of Household,28,HINDUISM,OBC,VAKKALIG,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,7.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
2948,17,753,1715401,17154,1,1,Head of Household,31,HINDUISM,OBC,VAKKALIGA,KANNADA,Yes,No,No,Yes,No,No,Yes,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE OWN,OWN AGRICULTURE,No,,No,,No,,Yes,Yes,BLUE
2949,17,754,1715402,17154,2,2,Other,27,HINDUISM,OBC,VAKKALIGA,KANNADA,Yes,No,No,Yes,Yes,No,Yes,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,PRIMARY SCHOOL TEACHER,GOVERNMENT,Yes,0.0,Yes,2.0,Yes,1.0,Yes,Yes,BLUE
2950,17,767,1715801,17158,1,1,Head of Household,53,HINDUISM,OBC,VAKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE,OWN LAND,No,,No,,No,,Missing,Yes,
2951,17,768,1715802,17158,2,2,Spouse of Head of Household,45,HINDUISM,OBC,VAKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,27.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,
2952,17,771,1715901,17159,1,1,Head of Household,43,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,,PRIVATE COMPANY WORKER,Yes,0.0,No,,Yes,1.0,Yes,Yes,YELLOW
2953,17,772,1715902,17159,2,2,Spouse of Head of Household,35,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,Yes,Yes,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,18.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
2954,17,774,1716001,17160,1,1,Head of Household,55,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,26.0,,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE,PRIVATE BUSINESS,No,,No,,Yes,1.0,Yes,Yes,
2955,17,775,1716002,17160,2,2,Spouse of Head of Household,45,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE,PRIVATE BUSINESS,No,,Yes,1.0,Yes,1.0,Yes,Yes,
2956,17,776,1716003,17160,3,2,Other,18,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,OTHER DIPLOMA,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,No,Yes,
2957,17,778,1716101,17161,1,1,Head of Household,45,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,,AGRICULTURE,OWN LAND,No,,No,,Yes,3.0,Yes,Yes,GREEN
2958,17,779,1716102,17161,2,2,Spouse of Head of Household,38,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,21.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,3.0,Yes,Yes,GREEN
2959,17,782,1716201,17162,1,1,Head of Household,46,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,COOLI AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,Yes,2.0,Yes,Yes,GREEN
2960,17,783,1716202,17162,2,2,Spouse of Head of Household,38,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,19.0,,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,Yes,1.0,Yes,2.0,Yes,Yes,GREEN
2961,17,784,1716203,17162,3,2,Other,18,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,No,,,,,,,No,,Do not know,,Yes,Yes,GREEN
2962,17,791,1716401,17164,1,1,Head of Household,38,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,Yes,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURIST,PRIVATE BUSINESS,No,,No,,Yes,1.0,Yes,Yes,YELLOW
2963,17,792,1716402,17164,2,2,Spouse of Head of Household,24,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,8.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
2964,17,818,1716801,17168,1,1,Head of Household,65,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,6TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,,AGRICULTURALIST,PRIVATE BUSINESS,No,,No,,Yes,3.0,Yes,Yes,
2965,17,819,1716802,17168,2,2,Spouse of Head of Household,63,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,3.0,Yes,Yes,
2966,17,820,1716803,17168,3,1,Other,40,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,Yes,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,GOVT SCHOOL MASTER,GOVERNMENT,Yes,0.0,No,,Yes,3.0,Yes,Yes,
2967,17,821,1716804,17168,4,2,Other,30,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,OTHER DIPLOMA,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,7.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,
2968,17,825,1716808,17168,8,2,Other,24,HINDUISM,OBC,VAKKALIGA,KANNADA,Yes,No,No,No,No,No,Yes,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
2969,17,827,1716810,17168,10,1,Other,35,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,Yes,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURIST,OWN LAND,No,,No,,Yes,-999.0,Yes,Yes,
2970,17,830,1716901,17169,1,1,Head of Household,55,HINDUISM,SCHEDULED CASTE,ADIKARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,28.0,0.0,MARRIAGE,,,,,,Yes,2.0,DAYS PER WEEK,AGRICULTURE LABOUR,FOR LAND LORD,Yes,0.0,No,,Yes,1.0,Yes,Yes,YELLOW
2971,17,831,1716902,17169,2,2,Spouse of Head of Household,50,HINDUISM,SCHEDULED CASTE,ADIKARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,FARMER,LAND LORD,No,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
2972,17,840,1717201,17172,1,1,Head of Household,55,HINDUISM,SCHEDULED CASTE,ADIKARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,FARMER,OWN,No,,No,,Yes,1.0,Yes,Yes,GREEN
2973,17,841,1717202,17172,2,2,Spouse of Head of Household,50,HINDUISM,SCHEDULED CASTE,ADIKARNATAKA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,36.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
2974,17,846,1717301,17173,1,1,Head of Household,30,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,TELUGU,Yes,Yes,No,No,No,No,No,,6TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,OTHERS LAND,No,,No,,Yes,1.0,Yes,Yes,GREEN
2975,17,847,1717302,17173,2,2,Spouse of Head of Household,25,HINDUISM,SCHEDULED CASTE,ADIKARNATAKA,TELUGU,Yes,Yes,No,No,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,7.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
2976,17,854,1717501,17175,1,2,Head of Household,55,HINDUISM,OBC,VAKKALIGAS,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,35.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,Yes,Yes,YELLOW
2977,17,855,1717502,17175,2,1,Other,28,HINDUISM,OBC,VAKKALIGAS,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,CLERAK IN ADVOCATE OFFICE AT BANGALORE,ADVOCATE OFFICER,Yes,0.0,No,,Yes,3.0,Yes,Yes,YELLOW
2978,17,856,1717503,17175,3,2,Other,19,HINDUISM,OBC,VAKKALIGAS,KANNADA,No,No,No,No,No,No,No,,2ND P.U.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,1.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,No,Yes,YELLOW
2979,17,858,1717601,17176,1,1,Head of Household,50,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,Yes,No,Yes,No,Yes,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,FARMER,OWN,No,,Yes,3.0,Yes,5.0,Yes,Yes,
